indicator,year,raw_value,value,municipality_code,municipality_name,district_code,district_name,section_code,section_name
Renta neta media por persona,2016,11.559,11559.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Mediana de la renta por unidad de consumo,2022,17.850,17850.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Mediana de la renta por unidad de consumo,2021,17.150,17150.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Mediana de la renta por unidad de consumo,2020,16.450,16450.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Mediana de la renta por unidad de consumo,2019,17.150,17150.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Mediana de la renta por unidad de consumo,2018,15.750,15750.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Mediana de la renta por unidad de consumo,2017,15.050,15050.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Mediana de la renta por unidad de consumo,2016,15.750,15750.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por persona,2022,15.204,15204.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por persona,2021,14.904,14904.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por persona,2020,14.496,14496.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por persona,2019,13.873,13873.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por persona,2018,13.475,13475.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por persona,2017,12.959,12959.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por persona,2016,13.276,13276.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por hogar,2022,36.414,36414.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por hogar,2021,35.724,35724.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por hogar,2020,34.483,34483.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por hogar,2019,33.158,33158.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por hogar,2018,31.317,31317.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por hogar,2017,30.077,30077.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta bruta media por hogar,2016,30.185,30185.0,28079,Madrid,2807912,Madrid distrito 12,2807912006,Madrid sección 12006
Renta neta media por persona,2022,13.178,13178.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta neta media por persona,2021,12.306,12306.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta neta media por persona,2020,12.248,12248.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta neta media por persona,2019,11.972,11972.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta neta media por persona,2018,11.835,11835.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta neta media por persona,2017,11.600,11600.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta neta media por persona,2016,11.254,11254.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Mediana de la renta por unidad de consumo,2022,17.850,17850.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Mediana de la renta por unidad de consumo,2021,16.450,16450.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Mediana de la renta por unidad de consumo,2020,16.450,16450.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Mediana de la renta por unidad de consumo,2019,16.450,16450.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Mediana de la renta por unidad de consumo,2018,15.750,15750.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Mediana de la renta por unidad de consumo,2017,16.450,16450.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Mediana de la renta por unidad de consumo,2016,15.050,15050.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por persona,2022,15.582,15582.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por persona,2021,14.816,14816.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por persona,2020,14.246,14246.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por persona,2019,13.905,13905.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por persona,2018,13.701,13701.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por persona,2017,13.350,13350.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por persona,2016,12.977,12977.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por hogar,2022,38.465,38465.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por hogar,2021,37.192,37192.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por hogar,2020,35.188,35188.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por hogar,2019,34.485,34485.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por hogar,2018,33.557,33557.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por hogar,2017,32.253,32253.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta bruta media por hogar,2016,30.407,30407.0,28079,Madrid,2807912,Madrid distrito 12,2807912007,Madrid sección 12007
Renta neta media por persona,2022,11.199,11199.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta neta media por persona,2021,10.471,10471.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta neta media por persona,2020,9.871,9871.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta neta media por persona,2019,9.853,9853.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta neta media por persona,2018,9.530,9530.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta neta media por persona,2017,9.144,9144.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta neta media por persona,2016,9.098,9098.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Mediana de la renta por unidad de consumo,2022,15.750,15750.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Mediana de la renta por unidad de consumo,2021,14.350,14350.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Mediana de la renta por unidad de consumo,2020,13.650,13650.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Mediana de la renta por unidad de consumo,2019,13.650,13650.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Mediana de la renta por unidad de consumo,2018,12.250,12250.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Mediana de la renta por unidad de consumo,2017,12.250,12250.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Mediana de la renta por unidad de consumo,2016,11.550,11550.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por persona,2022,13.007,13007.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por persona,2021,12.167,12167.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por persona,2020,11.289,11289.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por persona,2019,11.207,11207.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por persona,2018,10.859,10859.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por persona,2017,10.340,10340.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por persona,2016,10.302,10302.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por hogar,2022,36.109,36109.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por hogar,2021,33.141,33141.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por hogar,2020,31.232,31232.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por hogar,2019,31.320,31320.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por hogar,2018,29.643,29643.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por hogar,2017,27.294,27294.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta bruta media por hogar,2016,26.859,26859.0,28079,Madrid,2807912,Madrid distrito 12,2807912008,Madrid sección 12008
Renta neta media por persona,2022,10.473,10473.0,28079,Madrid,2807912,Madrid distrito 12,2807912009,Madrid sección 12009
Renta neta media por persona,2021,9.683,9683.0,28079,Madrid,2807912,Madrid distrito 12,2807912009,Madrid sección 12009
Renta neta media por persona,2020,9.353,9353.0,28079,Madrid,2807912,Madrid distrito 12,2807912009,Madrid sección 12009
Renta neta media por persona,2019,9.341,9341.0,28079,Madrid,2807912,Madrid distrito 12,2807912009,Madrid sección 12009
Renta neta media por persona,2018,9.005,9005.0,28079,Madrid,2807912,Madrid distrito 12,2807912009,Madrid sección 12009
Renta neta media por persona,2017,8.751,8751.0,28079,Madrid,2807912,Madrid distrito 12,2807912009,Madrid sección 12009
Renta neta media por persona,2016,8.426,8426.0,28079,Madrid,2807912,Madrid distrito 12,2807912009,Madrid sección 12009
