indicator,year,raw_value,value,municipality_code,municipality_name,district_code,district_name,section_code,section_name
Fuente de ingreso: prestaciones por desempleo,2018,225,225.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: prestaciones por desempleo,2017,225,225.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: prestaciones por desempleo,2016,246,246.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otras prestaciones,2022,710,710.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otras prestaciones,2021,637,637.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otras prestaciones,2020,565,565.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otras prestaciones,2019,537,537.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otras prestaciones,2018,519,519.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otras prestaciones,2017,455,455.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otras prestaciones,2016,452,452.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otros ingresos,2022,1.065,1065.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otros ingresos,2021,1.136,1136.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otros ingresos,2020,933,933.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otros ingresos,2019,969,969.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otros ingresos,2018,974,974.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otros ingresos,2017,955,955.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: otros ingresos,2016,1.085,1085.0,28079,Madrid,2807912,Madrid distrito 12,2807912032,Madrid sección 12032
Fuente de ingreso: salario,2022,7.642,7642.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: salario,2021,6.923,6923.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: salario,2020,6.241,6241.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: salario,2019,6.661,6661.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: salario,2018,6.260,6260.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: salario,2017,5.698,5698.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: salario,2016,5.422,5422.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: pensiones,2022,3.100,3100.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: pensiones,2021,2.990,2990.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: pensiones,2020,3.073,3073.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: pensiones,2019,2.973,2973.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: pensiones,2018,2.818,2818.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: pensiones,2017,2.803,2803.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: pensiones,2016,2.748,2748.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: prestaciones por desempleo,2022,189,189.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: prestaciones por desempleo,2021,398,398.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: prestaciones por desempleo,2020,775,775.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: prestaciones por desempleo,2019,209,209.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: prestaciones por desempleo,2018,184,184.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: prestaciones por desempleo,2017,244,244.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: prestaciones por desempleo,2016,277,277.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otras prestaciones,2022,609,609.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otras prestaciones,2021,552,552.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otras prestaciones,2020,531,531.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otras prestaciones,2019,535,535.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otras prestaciones,2018,536,536.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otras prestaciones,2017,558,558.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otras prestaciones,2016,562,562.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otros ingresos,2022,733,733.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otros ingresos,2021,832,832.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otros ingresos,2020,616,616.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otros ingresos,2019,786,786.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otros ingresos,2018,669,669.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otros ingresos,2017,615,615.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: otros ingresos,2016,695,695.0,28079,Madrid,2807912,Madrid distrito 12,2807912033,Madrid sección 12033
Fuente de ingreso: salario,2022,8.016,8016.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: salario,2021,7.275,7275.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: salario,2020,6.497,6497.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: salario,2019,6.875,6875.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: salario,2018,6.869,6869.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: salario,2017,6.284,6284.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: salario,2016,6.913,6913.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: pensiones,2022,2.581,2581.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: pensiones,2021,2.374,2374.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: pensiones,2020,2.369,2369.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: pensiones,2019,2.249,2249.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: pensiones,2018,2.173,2173.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: pensiones,2017,2.188,2188.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: pensiones,2016,1.967,1967.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: prestaciones por desempleo,2022,282,282.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: prestaciones por desempleo,2021,531,531.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: prestaciones por desempleo,2020,768,768.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: prestaciones por desempleo,2019,227,227.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: prestaciones por desempleo,2018,238,238.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: prestaciones por desempleo,2017,252,252.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: prestaciones por desempleo,2016,254,254.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otras prestaciones,2022,809,809.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otras prestaciones,2021,729,729.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otras prestaciones,2020,654,654.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otras prestaciones,2019,610,610.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otras prestaciones,2018,599,599.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otras prestaciones,2017,584,584.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otras prestaciones,2016,552,552.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otros ingresos,2022,676,676.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otros ingresos,2021,619,619.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otros ingresos,2020,375,375.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otros ingresos,2019,539,539.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otros ingresos,2018,332,332.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otros ingresos,2017,401,401.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: otros ingresos,2016,484,484.0,28079,Madrid,2807912,Madrid distrito 12,2807912034,Madrid sección 12034
Fuente de ingreso: salario,2022,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: salario,2021,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: salario,2020,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: salario,2019,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: salario,2018,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: salario,2017,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: salario,2016,4.695,4695.0,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: pensiones,2022,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: pensiones,2021,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: pensiones,2020,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: pensiones,2019,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: pensiones,2018,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: pensiones,2017,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: pensiones,2016,2.503,2503.0,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: prestaciones por desempleo,2022,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: prestaciones por desempleo,2021,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: prestaciones por desempleo,2020,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: prestaciones por desempleo,2019,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: prestaciones por desempleo,2018,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: prestaciones por desempleo,2017,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: prestaciones por desempleo,2016,397,397.0,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otras prestaciones,2022,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otras prestaciones,2021,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otras prestaciones,2020,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otras prestaciones,2019,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otras prestaciones,2018,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otras prestaciones,2017,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otras prestaciones,2016,542,542.0,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otros ingresos,2022,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otros ingresos,2021,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otros ingresos,2020,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otros ingresos,2019,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otros ingresos,2018,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otros ingresos,2017,,,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: otros ingresos,2016,433,433.0,28079,Madrid,2807912,Madrid distrito 12,2807912036,Madrid sección 12036
Fuente de ingreso: salario,2022,6.692,6692.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: salario,2021,6.065,6065.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: salario,2020,5.704,5704.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: salario,2019,6.121,6121.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: salario,2018,5.748,5748.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: salario,2017,5.456,5456.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: salario,2016,5.058,5058.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: pensiones,2022,2.741,2741.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: pensiones,2021,2.547,2547.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: pensiones,2020,2.404,2404.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: pensiones,2019,2.339,2339.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: pensiones,2018,2.234,2234.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: pensiones,2017,2.247,2247.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: pensiones,2016,2.289,2289.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: prestaciones por desempleo,2022,277,277.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: prestaciones por desempleo,2021,484,484.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: prestaciones por desempleo,2020,737,737.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: prestaciones por desempleo,2019,287,287.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: prestaciones por desempleo,2018,314,314.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: prestaciones por desempleo,2017,284,284.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: prestaciones por desempleo,2016,265,265.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otras prestaciones,2022,913,913.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otras prestaciones,2021,835,835.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otras prestaciones,2020,703,703.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otras prestaciones,2019,676,676.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otras prestaciones,2018,643,643.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otras prestaciones,2017,617,617.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otras prestaciones,2016,566,566.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otros ingresos,2022,826,826.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otros ingresos,2021,664,664.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otros ingresos,2020,359,359.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otros ingresos,2019,503,503.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otros ingresos,2018,416,416.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otros ingresos,2017,464,464.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: otros ingresos,2016,430,430.0,28079,Madrid,2807912,Madrid distrito 12,2807912037,Madrid sección 12037
Fuente de ingreso: salario,2022,8.437,8437.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: salario,2021,7.650,7650.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: salario,2020,6.573,6573.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: salario,2019,7.200,7200.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: salario,2018,6.843,6843.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: salario,2017,6.453,6453.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: salario,2016,5.862,5862.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: pensiones,2022,2.766,2766.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: pensiones,2021,2.897,2897.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: pensiones,2020,2.922,2922.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: pensiones,2019,2.958,2958.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: pensiones,2018,3.028,3028.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: pensiones,2017,2.980,2980.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: pensiones,2016,3.161,3161.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: prestaciones por desempleo,2022,243,243.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: prestaciones por desempleo,2021,453,453.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: prestaciones por desempleo,2020,877,877.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: prestaciones por desempleo,2019,234,234.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: prestaciones por desempleo,2018,216,216.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: prestaciones por desempleo,2017,267,267.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: prestaciones por desempleo,2016,262,262.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otras prestaciones,2022,575,575.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otras prestaciones,2021,523,523.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otras prestaciones,2020,509,509.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otras prestaciones,2019,523,523.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otras prestaciones,2018,452,452.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otras prestaciones,2017,425,425.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otras prestaciones,2016,407,407.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otros ingresos,2022,633,633.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otros ingresos,2021,582,582.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otros ingresos,2020,465,465.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otros ingresos,2019,613,613.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otros ingresos,2018,477,477.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otros ingresos,2017,462,462.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: otros ingresos,2016,481,481.0,28079,Madrid,2807912,Madrid distrito 12,2807912039,Madrid sección 12039
Fuente de ingreso: salario,2022,7.866,7866.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: salario,2021,7.134,7134.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: salario,2020,6.505,6505.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: salario,2019,6.828,6828.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: salario,2018,6.343,6343.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: salario,2017,6.007,6007.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: salario,2016,5.739,5739.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: pensiones,2022,2.246,2246.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: pensiones,2021,2.332,2332.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: pensiones,2020,2.510,2510.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: pensiones,2019,2.363,2363.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: pensiones,2018,2.481,2481.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: pensiones,2017,2.525,2525.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: pensiones,2016,2.634,2634.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: prestaciones por desempleo,2022,293,293.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: prestaciones por desempleo,2021,479,479.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: prestaciones por desempleo,2020,725,725.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: prestaciones por desempleo,2019,221,221.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: prestaciones por desempleo,2018,230,230.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: prestaciones por desempleo,2017,238,238.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: prestaciones por desempleo,2016,267,267.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: otras prestaciones,2022,494,494.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: otras prestaciones,2021,480,480.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: otras prestaciones,2020,425,425.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: otras prestaciones,2019,399,399.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: otras prestaciones,2018,417,417.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: otras prestaciones,2017,359,359.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
Fuente de ingreso: otras prestaciones,2016,351,351.0,28079,Madrid,2807912,Madrid distrito 12,2807912041,Madrid sección 12041
