date,year,month,metric,series_id,series_label,methodology,source,territory_level,territory_code,territory_name,price_eur_m2
2024-12-01,2024,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2617.0
2025-01-01,2025,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2655.0
2025-02-01,2025,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2743.0
2025-03-01,2025,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2731.0
2025-04-01,2025,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2780.0
2025-05-01,2025,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2724.0
2025-06-01,2025,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2785.0
2025-07-01,2025,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2869.0
2025-08-01,2025,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2916.0
2025-09-01,2025,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2940.0
2025-10-01,2025,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,
2025-11-01,2025,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,
2025-12-01,2025,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,
2019-12-01,2019,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2180.0
2020-12-01,2020,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,1927.0
2021-12-01,2021,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,1992.0
2022-12-01,2022,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2186.0
2023-01-01,2023,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2224.0
2023-02-01,2023,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2310.0
2023-03-01,2023,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2305.0
2023-04-01,2023,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2345.0
2023-05-01,2023,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2333.0
2023-06-01,2023,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2442.0
2023-07-01,2023,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2401.0
2023-08-01,2023,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2436.0
2023-09-01,2023,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2409.0
2023-10-01,2023,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2511.0
2023-11-01,2023,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2462.0
2023-12-01,2023,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2481.0
2024-01-01,2024,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2632.0
2024-02-01,2024,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2738.0
2024-03-01,2024,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2750.0
2024-04-01,2024,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2699.0
2024-05-01,2024,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2759.0
2024-06-01,2024,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2672.0
2024-07-01,2024,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2864.0
2024-08-01,2024,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2955.0
2024-09-01,2024,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2868.0
2024-10-01,2024,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2940.0
2024-11-01,2024,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2895.0
2024-12-01,2024,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2877.0
2025-01-01,2025,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2847.0
2025-02-01,2025,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,2931.0
2025-03-01,2025,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,3116.0
2025-04-01,2025,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,3222.0
2025-05-01,2025,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,3175.0
2025-06-01,2025,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,3265.0
2025-07-01,2025,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,3333.0
2025-08-01,2025,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,3365.0
2025-09-01,2025,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,3400.0
2025-10-01,2025,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,
2025-11-01,2025,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,
2025-12-01,2025,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,124,124. Almendrales,
2019-12-01,2019,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2209.0
2020-12-01,2020,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2102.0
2021-12-01,2021,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2311.0
2022-12-01,2022,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2455.0
2023-01-01,2023,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2399.0
2023-02-01,2023,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2369.0
2023-03-01,2023,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2395.0
2023-04-01,2023,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2420.0
2023-05-01,2023,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2503.0
2023-06-01,2023,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2538.0
2023-07-01,2023,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2501.0
2023-08-01,2023,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2507.0
2023-09-01,2023,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2507.0
2023-10-01,2023,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2431.0
2023-11-01,2023,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2472.0
2023-12-01,2023,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2544.0
2024-01-01,2024,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2609.0
2024-02-01,2024,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2605.0
2024-03-01,2024,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2585.0
2024-04-01,2024,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2603.0
2024-05-01,2024,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2830.0
2024-06-01,2024,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2814.0
2024-07-01,2024,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2812.0
2024-08-01,2024,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,2945.0
2024-09-01,2024,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3038.0
2024-10-01,2024,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3067.0
2024-11-01,2024,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3170.0
2024-12-01,2024,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3099.0
2025-01-01,2025,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3124.0
2025-02-01,2025,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3193.0
2025-03-01,2025,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3463.0
2025-04-01,2025,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3572.0
2025-05-01,2025,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3519.0
2025-06-01,2025,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3583.0
2025-07-01,2025,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3638.0
2025-08-01,2025,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3511.0
2025-09-01,2025,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,3500.0
2025-10-01,2025,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,
2025-11-01,2025,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,
2025-12-01,2025,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,125,125. Moscardó,
2019-12-01,2019,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,1889.0
2020-12-01,2020,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,1979.0
2021-12-01,2021,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,1964.0
2022-12-01,2022,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,1878.0
2023-01-01,2023,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,1933.0
2023-02-01,2023,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,1972.0
2023-03-01,2023,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2100.0
2023-04-01,2023,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2119.0
2023-05-01,2023,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2192.0
2023-06-01,2023,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2141.0
2023-07-01,2023,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2127.0
2023-08-01,2023,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2023-09-01,2023,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2023-10-01,2023,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2023-11-01,2023,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2023-12-01,2023,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2024-01-01,2024,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2024-02-01,2024,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2154.0
2024-03-01,2024,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2284.0
2024-04-01,2024,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2332.0
2024-05-01,2024,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2467.0
2024-06-01,2024,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2450.0
2024-07-01,2024,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2588.0
2024-08-01,2024,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2571.0
2024-09-01,2024,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2685.0
2024-10-01,2024,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2823.0
2024-11-01,2024,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2781.0
2024-12-01,2024,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2842.0
2025-01-01,2025,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2850.0
2025-02-01,2025,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2904.0
2025-03-01,2025,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,2981.0
2025-04-01,2025,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,3237.0
2025-05-01,2025,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,3295.0
2025-06-01,2025,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,3117.0
2025-07-01,2025,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,3047.0
2025-08-01,2025,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,3009.0
2025-09-01,2025,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,3075.0
2025-10-01,2025,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2025-11-01,2025,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2025-12-01,2025,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,126,126. Zofío,
2019-12-01,2019,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,127,127. Pradolongo,2097.0
2020-12-01,2020,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,127,127. Pradolongo,2004.0
2021-12-01,2021,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,127,127. Pradolongo,1940.0
2022-12-01,2022,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,127,127. Pradolongo,2108.0
2023-01-01,2023,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,127,127. Pradolongo,2167.0
2023-02-01,2023,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,127,127. Pradolongo,2148.0
