date,year,month,metric,series_id,series_label,methodology,source,territory_level,territory_code,territory_name,price_eur_m2
2022-04-01,2022,4,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,11.8
2022-05-01,2022,5,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,12.5
2022-06-01,2022,6,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,12.8
2022-07-01,2022,7,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,12.8
2022-08-01,2022,8,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.1
2022-09-01,2022,9,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,12.9
2022-10-01,2022,10,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,12.9
2022-11-01,2022,11,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,12.8
2022-12-01,2022,12,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,12.9
2023-01-01,2023,1,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.08
2023-02-01,2023,2,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.51
2023-03-01,2023,3,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.45
2023-04-01,2023,4,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.32
2023-05-01,2023,5,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.49
2023-06-01,2023,6,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.33
2023-07-01,2023,7,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.32
2023-08-01,2023,8,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.27
2023-09-01,2023,9,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.75
2023-10-01,2023,10,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,13.83
2023-11-01,2023,11,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,14.09
2023-12-01,2023,12,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,14.29
2024-01-01,2024,1,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,14.16
2024-02-01,2024,2,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,14.53
2024-03-01,2024,3,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,15.38
2024-04-01,2024,4,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,15.83
2024-05-01,2024,5,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,16.0
2024-06-01,2024,6,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,16.37
2024-07-01,2024,7,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,16.34
2024-08-01,2024,8,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,16.55
2024-09-01,2024,9,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,17.56
2024-10-01,2024,10,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,17.11
2024-11-01,2024,11,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,17.02
2024-12-01,2024,12,rent_price,0504030000213,Precio alquiler vivienda (€/m2) - distritos,Idealista (alquiler distritos),Banco de Datos del Ayuntamiento de Madrid,district,12,12. Usera,16.98
2019-12-01,2019,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,1809.0
2020-12-01,2020,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,1626.0
2021-12-01,2021,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,1821.0
2022-12-01,2022,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2132.0
2023-01-01,2023,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2069.0
2023-02-01,2023,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2027.0
2023-03-01,2023,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2117.0
2023-04-01,2023,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2160.0
2023-05-01,2023,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2096.0
2023-06-01,2023,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2104.0
2023-07-01,2023,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2143.0
2023-08-01,2023,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2184.0
2023-09-01,2023,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2171.0
2023-10-01,2023,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2235.0
2023-11-01,2023,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2101.0
2023-12-01,2023,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2061.0
2024-01-01,2024,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2004.0
2024-02-01,2024,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2042.0
2024-03-01,2024,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2093.0
2024-04-01,2024,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2149.0
2024-05-01,2024,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,1975.0
2024-06-01,2024,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2017.0
2024-07-01,2024,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2024.0
2024-08-01,2024,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2133.0
2024-09-01,2024,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2149.0
2024-10-01,2024,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2191.0
2024-11-01,2024,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2194.0
2024-12-01,2024,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2254.0
2025-01-01,2025,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2363.0
2025-02-01,2025,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2327.0
2025-03-01,2025,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2342.0
2025-04-01,2025,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2412.0
2025-05-01,2025,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2482.0
2025-06-01,2025,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2523.0
2025-07-01,2025,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2603.0
2025-08-01,2025,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2685.0
2025-09-01,2025,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,2688.0
2025-10-01,2025,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,
2025-11-01,2025,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,
2025-12-01,2025,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,121,121. Orcasitas,
2019-12-01,2019,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,1728.0
2020-12-01,2020,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,1676.0
2021-12-01,2021,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,1874.0
2022-12-01,2022,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,1858.0
2023-01-01,2023,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2317.0
2023-02-01,2023,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2143.0
2023-03-01,2023,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,1999.0
2023-04-01,2023,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2079.0
2023-05-01,2023,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2193.0
2023-06-01,2023,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2267.0
2023-07-01,2023,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2241.0
2023-08-01,2023,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2151.0
2023-09-01,2023,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2271.0
2023-10-01,2023,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2290.0
2023-11-01,2023,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2267.0
2023-12-01,2023,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,
2024-01-01,2024,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,
2024-02-01,2024,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2267.0
2024-03-01,2024,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2446.0
2024-04-01,2024,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2446.0
2024-05-01,2024,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2427.0
2024-06-01,2024,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2483.0
2024-07-01,2024,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2545.0
2024-08-01,2024,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2496.0
2024-09-01,2024,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2419.0
2024-10-01,2024,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2282.0
2024-11-01,2024,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2414.0
2024-12-01,2024,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2570.0
2025-01-01,2025,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2468.0
2025-02-01,2025,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2468.0
2025-03-01,2025,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2491.0
2025-04-01,2025,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2443.0
2025-05-01,2025,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2476.0
2025-06-01,2025,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2447.0
2025-07-01,2025,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2399.0
2025-08-01,2025,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2361.0
2025-09-01,2025,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,2391.0
2025-10-01,2025,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,
2025-11-01,2025,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,
2025-12-01,2025,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,122,122. Orcasur,
2019-12-01,2019,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2041.0
2020-12-01,2020,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,1723.0
2021-12-01,2021,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,1874.0
2022-12-01,2022,12,sale_price,0504030000202,Precio vivienda segunda mano (€/m2) - 2019-2022,Idealista (revisión 2019),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2170.0
2023-01-01,2023,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2205.0
2023-02-01,2023,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2186.0
2023-03-01,2023,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2166.0
2023-04-01,2023,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2071.0
2023-05-01,2023,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2138.0
2023-06-01,2023,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2147.0
2023-07-01,2023,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2172.0
2023-08-01,2023,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2205.0
2023-09-01,2023,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2238.0
2023-10-01,2023,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2270.0
2023-11-01,2023,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2272.0
2023-12-01,2023,12,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2327.0
2024-01-01,2024,1,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2311.0
2024-02-01,2024,2,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2319.0
2024-03-01,2024,3,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2301.0
2024-04-01,2024,4,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2289.0
2024-05-01,2024,5,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2346.0
2024-06-01,2024,6,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2358.0
2024-07-01,2024,7,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2359.0
2024-08-01,2024,8,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2534.0
2024-09-01,2024,9,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2544.0
2024-10-01,2024,10,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2467.0
2024-11-01,2024,11,sale_price,0504030000153,Precio vivienda segunda mano (€/m2) - metodología actual,Idealista (metodología vigente),Banco de Datos del Ayuntamiento de Madrid,barrio,123,123. San Fermín,2465.0
