year,month,magnitude,value,normalized,year-month
2006,12,Monóxido de Nitrógeno,75.23460411,0.9558168344,2006-12
2006,12,Óxidos de Nitrógeno,172.7360704,0.9889165284,2006-12
2006,12,Ozono,16.62580645,0.8476973684,2006-12
2006,12,Partículas < 10 µm,34.3172043,1.184010388,2006-12
2006,12,Partículas < 2.5 µm,14.25806452,#N/A,2006-12
2006,12,Tolueno,6.211290323,0.611852558,2006-12
2007,1,Benceno,0.9967741935,0.3423822715,2007-1
2007,1,Dióxido de Azufre,16.40322581,0.7283940793,2007-1
2007,1,Dióxido de Nitrógeno,56.47800587,1.04547264,2007-1
2007,1,Etilbenceno,1.372580645,0.4006591337,2007-1
2007,1,Hidrocarburos no metánicos (hexano),0.2924731183,2.060606061,2007-1
2007,1,Hidrocarburos totales (hexano),1.549569892,1.079475655,2007-1
2007,1,Metano,1.260107527,0.9724504191,2007-1
2007,1,Monóxido de Carbono,0.8064516129,0.7301935013,2007-1
2007,1,Monóxido de Nitrógeno,88.38709677,1.122912469,2007-1
2007,1,Óxidos de Nitrógeno,192.0410557,1.099437852,2007-1
2007,1,Ozono,12.56129032,0.6404605263,2007-1
2007,1,Partículas < 10 µm,40.12365591,1.384344277,2007-1
2007,1,Partículas < 2.5 µm,10.64516129,#N/A,2007-1
2007,1,Tolueno,6.869354839,0.6766761996,2007-1
2007,2,Benceno,0.5032258065,0.1728531856,2007-2
2007,2,Dióxido de Azufre,12.1733871,0.5405658125,2007-2
2007,2,Dióxido de Nitrógeno,41.15249267,0.7617798205,2007-2
2007,2,Etilbenceno,0.8548387097,0.2495291902,2007-2
2007,2,Hidrocarburos no metánicos (hexano),0.1656989247,1.167424242,2007-2
2007,2,Hidrocarburos totales (hexano),1.277849462,0.8901872659,2007-2
2007,2,Metano,1.114408602,0.8600116173,2007-2
2007,2,Monóxido de Carbono,0.5428571429,0.4915245397,2007-2
2007,2,Monóxido de Nitrógeno,40.82111437,0.5186111999,2007-2
2007,2,Óxidos de Nitrógeno,103.7859238,0.5941759309,2007-2
2007,2,Ozono,24.16774194,1.232236842,2007-2
2007,2,Partículas < 10 µm,25.29032258,0.8725653868,2007-2
2007,2,Partículas < 2.5 µm,13.24193548,#N/A,2007-2
2007,2,Tolueno,2.835483871,0.279313632,2007-2
2007,3,Benceno,0.5322580645,0.1828254848,2007-3
2007,3,Dióxido de Azufre,12.81451613,0.5690354926,2007-3
2007,3,Dióxido de Nitrógeno,42.92204301,0.7945362261,2007-3
2007,3,Etilbenceno,0.9322580645,0.2721280603,2007-3
2007,3,Hidrocarburos no metánicos (hexano),0.1867741935,1.315909091,2007-3
2007,3,Hidrocarburos totales (hexano),1.372365591,0.9560299625,2007-3
2007,3,Metano,1.182473118,0.9125383786,2007-3
2007,3,Monóxido de Carbono,0.4310483871,0.3902884264,2007-3
2007,3,Monóxido de Nitrógeno,23.84408602,0.3029268126,2007-3
2007,3,Óxidos de Nitrógeno,79.49193548,0.4550924928,2007-3
2007,3,Ozono,36.14516129,1.842927632,2007-3
2007,3,Partículas < 10 µm,24.8172043,0.8562418846,2007-3
2007,3,Partículas < 2.5 µm,13.4516129,#N/A,2007-3
2007,3,Tolueno,3.474193548,0.3422306959,2007-3
2007,4,Benceno,0.4806451613,0.1650969529,2007-4
2007,4,Dióxido de Azufre,8.963709677,0.3980383575,2007-4
2007,4,Dióxido de Nitrógeno,48.05645161,0.8895800159,2007-4
2007,4,Etilbenceno,0.7983870968,0.2330508475,2007-4
2007,4,Hidrocarburos no metánicos (hexano),0.1302150538,0.9174242424,2007-4
2007,4,Hidrocarburos totales (hexano),1.33688172,0.9313108614,2007-4
2007,4,Metano,1.206344086,0.9309600863,2007-4
2007,4,Monóxido de Carbono,0.4411290323,0.3994158452,2007-4
2007,4,Monóxido de Nitrógeno,20.11290323,0.25552406,2007-4
2007,4,Óxidos de Nitrógeno,78.88172043,0.4515990027,2007-4
2007,4,Ozono,45.65591398,2.327850877,2007-4
2007,4,Partículas < 10 µm,25.20967742,0.8697829716,2007-4
2007,4,Partículas < 2.5 µm,14.66129032,#N/A,2007-4
2007,4,Tolueno,3.4,0.3349221481,2007-4
2007,5,Benceno,0.4032258065,0.1385041551,2007-5
2007,5,Dióxido de Azufre,6.592741935,0.2927542575,2007-5
2007,5,Dióxido de Nitrógeno,49.14247312,0.9096835191,2007-5
2007,5,Etilbenceno,0.9,0.2627118644,2007-5
2007,5,Hidrocarburos no metánicos (hexano),0.1104301075,0.778030303,2007-5
2007,5,Hidrocarburos totales (hexano),1.300430108,0.905917603,2007-5
2007,5,Metano,1.191397849,0.9194257738,2007-5
2007,5,Monóxido de Carbono,0.3891129032,0.3523183644,2007-5
2007,5,Monóxido de Nitrógeno,21.05107527,0.2674430518,2007-5
2007,5,Óxidos de Nitrógeno,81.41666667,0.466111607,2007-5
2007,5,Ozono,46.56451613,2.374177632,2007-5
2007,5,Partículas < 10 µm,25.02150538,0.8632906696,2007-5
2007,5,Partículas < 2.5 µm,14.09677419,#N/A,2007-5
2007,5,Tolueno,3,0.2955195424,2007-5
2007,6,Benceno,0.2758064516,0.09473684211,2007-6
2007,6,Dióxido de Azufre,5.955645161,0.264463632,2007-6
2007,6,Dióxido de Nitrógeno,43.42741935,0.8038913217,2007-6
2007,6,Etilbenceno,0.7516129032,0.2193973635,2007-6
2007,6,Hidrocarburos no metánicos (hexano),0.1096774194,0.7727272727,2007-6
2007,6,Hidrocarburos totales (hexano),1.137204301,0.7922097378,2007-6
2007,6,Metano,1.030215054,0.7950377562,2007-6
2007,6,Monóxido de Carbono,0.3036290323,0.2749178532,2007-6
2007,6,Monóxido de Nitrógeno,13.87365591,0.1762576415,2007-6
2007,6,Óxidos de Nitrógeno,64.66129032,0.3701868325,2007-6
2007,6,Ozono,44.86021505,2.287280702,2007-6
2007,6,Partículas < 10 µm,20.22043011,0.6976442219,2007-6
2007,6,Partículas < 2.5 µm,11.72580645,#N/A,2007-6
2007,6,Tolueno,1.940322581,0.1911344137,2007-6
2007,7,Benceno,0.3887096774,0.1335180055,2007-7
2007,7,Dióxido de Azufre,6.504032258,0.2888150565,2007-7
2007,7,Dióxido de Nitrógeno,37.62634409,0.6965067675,2007-7
2007,7,Etilbenceno,0.9338709677,0.2725988701,2007-7
2007,7,Hidrocarburos no metánicos (hexano),0.1680645161,1.184090909,2007-7
2007,7,Hidrocarburos totales (hexano),1.286989247,0.8965543071,2007-7
2007,7,Metano,1.121182796,0.8652393992,2007-7
2007,7,Monóxido de Carbono,0.297983871,0.2698064987,2007-7
2007,7,Monóxido de Nitrógeno,13.10215054,0.1664560637,2007-7
2007,7,Óxidos de Nitrógeno,57.7016129,0.3303425775,2007-7
2007,7,Ozono,58.13978495,2.964364035,2007-7
2007,7,Partículas < 10 µm,30.17204301,1.04099425,2007-7
2007,7,Partículas < 2.5 µm,12.48387097,#N/A,2007-7
2007,7,Tolueno,2.933870968,0.289005402,2007-7
2007,8,Benceno,0.3758064516,0.1290858726,2007-8
2007,8,Dióxido de Azufre,6.366935484,0.2827272004,2007-8
2007,8,Dióxido de Nitrógeno,30.89247312,0.5718550955,2007-8
2007,8,Etilbenceno,0.9112903226,0.266007533,2007-8
2007,8,Hidrocarburos no metánicos (hexano),0.176344086,1.242424242,2007-8
2007,8,Hidrocarburos totales (hexano),1.341397849,0.9344569288,2007-8
2007,8,Metano,1.16688172,0.9005061821,2007-8
2007,8,Monóxido de Carbono,0.2346774194,0.2124863089,2007-8
2007,8,Monóxido de Nitrógeno,9.970430108,0.1266691711,2007-8
2007,8,Óxidos de Nitrógeno,46.16935484,0.2643202315,2007-8
2007,8,Ozono,59.72043011,3.04495614,2007-8
2007,8,Partículas < 10 µm,34.8655914,1.202930811,2007-8
2007,8,Partículas < 2.5 µm,14.88709677,#N/A,2007-8
2007,8,Tolueno,2.508064516,0.2470606927,2007-8
2007,9,Benceno,0.4758064516,0.163434903,2007-9
2007,9,Dióxido de Azufre,5.955645161,0.264463632,2007-9
2007,9,Dióxido de Nitrógeno,42.86021505,0.7933917197,2007-9
2007,9,Etilbenceno,0.8016129032,0.233992467,2007-9
2007,9,Hidrocarburos no metánicos (hexano),0.215483871,1.518181818,2007-9
2007,9,Hidrocarburos totales (hexano),1.329462366,0.9261423221,2007-9
2007,9,Metano,1.116666667,0.8617542113,2007-9
2007,9,Monóxido de Carbono,0.2955645161,0.2676159182,2007-9
2007,9,Monóxido de Nitrógeno,17.43817204,0.2215429801,2007-9
2007,9,Óxidos de Nitrógeno,69.54569892,0.3981501431,2007-9
2007,9,Ozono,44.43010753,2.265350877,2007-9
2007,9,Partículas < 10 µm,32.12903226,1.10851419,2007-9
2007,9,Partículas < 2.5 µm,14.85483871,#N/A,2007-9
2007,9,Tolueno,3.39516129,0.3344455037,2007-9
2007,10,Benceno,0.6403225806,0.2199445983,2007-10
2007,10,Dióxido de Azufre,7.802419355,0.346470635,2007-10
2007,10,Dióxido de Nitrógeno,53.38709677,0.9882563694,2007-10
2007,10,Etilbenceno,1.025806452,0.2994350282,2007-10
2007,10,Hidrocarburos no metánicos (hexano),0.2905376344,2.046969697,2007-10
2007,10,Hidrocarburos totales (hexano),1.444086022,1.005992509,2007-10
2007,10,Metano,1.155483871,0.8917102315,2007-10
2007,10,Monóxido de Carbono,0.3891129032,0.3523183644,2007-10
2007,10,Monóxido de Nitrógeno,32.11021505,0.4079437178,2007-10
2007,10,Óxidos de Nitrógeno,102.561828,0.5871679645,2007-10
2007,10,Ozono,27.26344086,1.390076754,2007-10
2007,10,Partículas < 10 µm,26.75268817,0.9230198479,2007-10
2007,10,Partículas < 2.5 µm,15.30645161,#N/A,2007-10
2007,10,Tolueno,7.433870968,0.7322847156,2007-10
2007,11,Benceno,1.193548387,0.4099722992,2007-11
2007,11,Dióxido de Azufre,16.77822581,0.7450461563,2007-11
2007,11,Dióxido de Nitrógeno,68.49193548,1.267864252,2007-11
2007,11,Etilbenceno,1.511290323,0.4411487759,2007-11
2007,11,Hidrocarburos no metánicos (hexano),0.3292473118,2.31969697,2007-11
2007,11,Hidrocarburos totales (hexano),1.479354839,1.030561798,2007-11
2007,11,Metano,1.152903226,0.8897186955,2007-11
2007,11,Monóxido de Carbono,0.5931451613,0.5370573202,2007-11
2007,11,Monóxido de Nitrógeno,72.2311828,0.917659916,2007-11
2007,11,Óxidos de Nitrógeno,179.2123656,1.025993413,2007-11
2007,11,Ozono,15.51075269,0.7908442982,2007-11
2007,11,Partículas < 10 µm,34.97849462,1.206826192,2007-11
2007,11,Partículas < 2.5 µm,17.64516129,#N/A,2007-11
2007,11,Tolueno,8.287096774,0.8163330156,2007-11
2007,12,Benceno,1.085483871,0.3728531856,2007-12
2007,12,Dióxido de Azufre,20.24193548,0.8988540506,2007-12
2007,12,Dióxido de Nitrógeno,65.53225806,1.213077229,2007-12
2007,12,Etilbenceno,1.303225806,0.3804143126,2007-12
2007,12,Hidrocarburos no metánicos (hexano),0.2765591398,1.948484848,2007-12
2007,12,Hidrocarburos totales (hexano),1.575698925,1.097677903,2007-12
2007,12,Metano,1.302150538,1.004895859,2007-12
2007,12,Monóxido de Carbono,0.6544354839,0.5925520263,2007-12
2007,12,Monóxido de Nitrógeno,81.00537634,1.029131519,2007-12
2007,12,Óxidos de Nitrógeno,189.7016129,1.086044507,2007-12
2007,12,Ozono,13.05376344,0.6655701754,2007-12
2007,12,Partículas < 10 µm,31.90860215,1.100908922,2007-12
2007,12,Partículas < 2.5 µm,19.46774194,#N/A,2007-12
2007,12,Tolueno,7.130645161,0.7024149984,2007-12
2008,1,Benceno,0.7661290323,0.2631578947,2008-1
2008,1,Dióxido de Azufre,16.52419355,0.733765717,2008-1
2008,1,Dióxido de Nitrógeno,56.78225806,1.051104697,2008-1
2008,1,Etilbenceno,1.074193548,0.313559322,2008-1
2008,1,Hidrocarburos no metánicos (hexano),0.2480645161,1.747727273,2008-1
2008,1,Hidrocarburos totales (hexano),1.404946237,0.9787265918,2008-1
2008,1,Metano,1.158387097,0.8939507095,2008-1
2008,1,Monóxido de Carbono,0.5370967742,0.4863088719,2008-1
2008,1,Monóxido de Nitrógeno,61.37634409,0.7797547898,2008-1
2008,1,Óxidos de Nitrógeno,150.9193548,0.8640155129,2008-1
2008,1,Ozono,17.51075269,0.8928179825,2008-1
2008,1,Partículas < 10 µm,29.45698925,1.016323502,2008-1
2008,1,Partículas < 2.5 µm,16.19354839,#N/A,2008-1
2008,1,Tolueno,5.029032258,0.4953924372,2008-1
2008,2,Benceno,0.6161290323,0.211634349,2008-2
2008,2,Dióxido de Azufre,15.89516129,0.7058332007,2008-2
2008,2,Dióxido de Nitrógeno,50.45430108,0.9339669586,2008-2
2008,2,Etilbenceno,0.8741935484,0.2551789077,2008-2
2008,2,Hidrocarburos no metánicos (hexano),0.2366666667,1.667424242,2008-2
2008,2,Hidrocarburos totales (hexano),1.296344086,0.903071161,2008-2
2008,2,Metano,1.062043011,0.8196000332,2008-2
2008,2,Monóxido de Carbono,0.4544354839,0.411464038,2008-2
2008,2,Monóxido de Nitrógeno,39.10215054,0.4967726512,2008-2
2008,2,Óxidos de Nitrógeno,110.4166667,0.632137031,2008-2
2008,2,Ozono,22.40322581,1.142269737,2008-2
2008,2,Partículas < 10 µm,26.20430108,0.904099425,2008-2
2008,2,Partículas < 2.5 µm,12.79032258,#N/A,2008-2
2008,2,Tolueno,4.54516129,0.4477279949,2008-2
2008,3,Benceno,0.4,0.1373961219,2008-3
2008,3,Dióxido de Azufre,11.08064516,0.4920420181,2008-3
2008,3,Dióxido de Nitrógeno,39.8172043,0.7370621019,2008-3
2008,3,Etilbenceno,1.109677419,0.3239171375,2008-3
2008,3,Hidrocarburos no metánicos (hexano),0.1149462366,0.8098484848,2008-3
2008,3,Hidrocarburos totales (hexano),1.210860215,0.8435205993,2008-3
2008,3,Metano,1.098387097,0.8476474981,2008-3
2008,3,Monóxido de Carbono,0.3653225806,0.3307776561,2008-3
2008,3,Monóxido de Nitrógeno,22.62096774,0.2873877258,2008-3
2008,3,Óxidos de Nitrógeno,74.51612903,0.4266059282,2008-3
2008,3,Ozono,43.71505376,2.228892544,2008-3
2008,3,Partículas < 10 µm,19.31182796,0.666295678,2008-3
2008,3,Partículas < 2.5 µm,7.870967742,#N/A,2008-3
2008,3,Tolueno,2.583870968,0.254528122,2008-3
2008,4,Benceno,0.335483871,0.1152354571,2008-4
2008,4,Dióxido de Azufre,7.096774194,0.3151360815,2008-4
2008,4,Dióxido de Nitrógeno,41.54569892,0.7690585191,2008-4
2008,4,Etilbenceno,1.022580645,0.2984934087,2008-4
2008,4,Hidrocarburos no metánicos (hexano),0.1051612903,0.7409090909,2008-4
2008,4,Hidrocarburos totales (hexano),1.273548387,0.8871910112,2008-4
2008,4,Metano,1.170860215,0.9035764667,2008-4
2008,4,Monóxido de Carbono,0.3241935484,0.2935377875,2008-4
2008,4,Monóxido de Nitrógeno,16.46774194,0.2092141662,2008-4
2008,4,Óxidos de Nitrógeno,66.74731183,0.3821293361,2008-4
2008,4,Ozono,50.25268817,2.562225877,2008-4
2008,4,Partículas < 10 µm,20.67204301,0.7132257466,2008-4
2008,4,Partículas < 2.5 µm,8.14516129,#N/A,2008-4
2008,4,Tolueno,2.814516129,0.2772481729,2008-4
2008,5,Benceno,0.3016129032,0.103601108,2008-5
2008,5,Dióxido de Azufre,6.870967742,0.3051090244,2008-5
2008,5,Dióxido de Nitrógeno,40.83870968,0.7559713376,2008-5
2008,5,Etilbenceno,0.8693548387,0.2537664783,2008-5
2008,5,Hidrocarburos no metánicos (hexano),0.1437634409,1.012878788,2008-5
2008,5,Hidrocarburos totales (hexano),1.376451613,0.9588764045,2008-5
2008,5,Metano,1.235376344,0.953364866,2008-5
2008,5,Monóxido de Carbono,0.3189516129,0.2887915298,2008-5
2008,5,Monóxido de Nitrógeno,15.2311828,0.1935043202,2008-5
2008,5,Óxidos de Nitrógeno,64.19086022,0.3674936132,2008-5
2008,5,Ozono,55.47849462,2.828673246,2008-5
2008,5,Partículas < 10 µm,21.55376344,0.7436468188,2008-5
2008,5,Partículas < 2.5 µm,9.064516129,#N/A,2008-5
2008,5,Tolueno,2.696774194,0.2656498252,2008-5
2008,6,Benceno,0.314516129,0.108033241,2008-6
2008,6,Dióxido de Azufre,6.85483871,0.304392806,2008-6
2008,6,Dióxido de Nitrógeno,38.12903226,0.7058121019,2008-6
2008,6,Etilbenceno,0.6967741935,0.2033898305,2008-6
2008,6,Hidrocarburos no metánicos (hexano),0.1477419355,1.040909091,2008-6
2008,6,Hidrocarburos totales (hexano),1.251612903,0.8719101124,2008-6
2008,6,Metano,1.105698925,0.8532901834,2008-6
2008,6,Monóxido de Carbono,0.2822580645,0.2555677254,2008-6
2008,6,Monóxido de Nitrógeno,12.82258065,0.1629042724,2008-6
2008,6,Óxidos de Nitrógeno,57.73655914,0.3305426452,2008-6
2008,6,Ozono,63.18817204,3.221765351,2008-6
2008,6,Partículas < 10 µm,21.88709677,0.755147468,2008-6
2008,6,Partículas < 2.5 µm,11.08064516,#N/A,2008-6
2008,6,Tolueno,2.688709677,0.2648554179,2008-6
2008,7,Benceno,0.3903225806,0.1340720222,2008-7
2008,7,Dióxido de Azufre,7.254032258,0.3221192106,2008-7
2008,7,Dióxido de Nitrógeno,39.42204301,0.7297472134,2008-7
2008,7,Etilbenceno,0.7822580645,0.2283427495,2008-7
2008,7,Hidrocarburos no metánicos (hexano),0.2137634409,1.506060606,2008-7
2008,7,Hidrocarburos totales (hexano),1.376989247,0.9592509363,2008-7
2008,7,Metano,1.16655914,0.9002572401,2008-7
2008,7,Monóxido de Carbono,0.2778225806,0.2515516612,2008-7
2008,7,Monóxido de Nitrógeno,13.32795699,0.1693248181,2008-7
2008,7,Óxidos de Nitrógeno,59.85215054,0.3426544369,2008-7
2008,7,Ozono,63.48924731,3.237116228,2008-7
2008,7,Partículas < 10 µm,28.28494624,0.9758857355,2008-7
2008,7,Partículas < 2.5 µm,12.30645161,#N/A,2008-7
2008,7,Tolueno,2.906451613,0.2863044169,2008-7
2008,8,Benceno,0.2709677419,0.09307479224,2008-8
2008,8,Dióxido de Azufre,7.802419355,0.346470635,2008-8
2008,8,Dióxido de Nitrógeno,36.39516129,0.6737161624,2008-8
2008,8,Etilbenceno,0.564516129,0.1647834275,2008-8
2008,8,Hidrocarburos no metánicos (hexano),0.2011827957,1.417424242,2008-8
2008,8,Hidrocarburos totales (hexano),1.299462366,0.9052434457,2008-8
2008,8,Metano,1.099892473,0.8488092275,2008-8
2008,8,Monóxido de Carbono,0.2745967742,0.2486308872,2008-8
2008,8,Monóxido de Nitrógeno,11.74462366,0.1492093849,2008-8
2008,8,Óxidos de Nitrógeno,54.38709677,0.3113669242,2008-8
2008,8,Ozono,64.6827957,3.297971491,2008-8
2008,8,Partículas < 10 µm,29.09677419,1.003895381,2008-8
2008,8,Partículas < 2.5 µm,11.4516129,#N/A,2008-8
2008,8,Tolueno,1.70483871,0.1679377185,2008-8
2008,9,Benceno,0.3596774194,0.1235457064,2008-9
2008,9,Dióxido de Azufre,7.713709677,0.342531434,2008-9
2008,9,Dióxido de Nitrógeno,42.77150538,0.7917496019,2008-9
2008,9,Etilbenceno,0.8016129032,0.233992467,2008-9
2008,9,Hidrocarburos no metánicos (hexano),0.2309677419,1.627272727,2008-9
2008,9,Hidrocarburos totales (hexano),1.308817204,0.9117602996,2008-9
2008,9,Metano,1.080215054,0.8336237657,2008-9
2008,9,Monóxido de Carbono,0.2995967742,0.2712668857,2008-9
2008,9,Monóxido de Nitrógeno,18.99193548,0.2412827431,2008-9
2008,9,Óxidos de Nitrógeno,71.88172043,0.4115239004,2008-9
2008,9,Ozono,43.89784946,2.238212719,2008-9
2008,9,Partículas < 10 µm,25.27419355,0.8720089037,2008-9
2008,9,Partículas < 2.5 µm,11.83870968,#N/A,2008-9
2008,9,Tolueno,3.637096774,0.3582777248,2008-9
2008,10,Benceno,0.5177419355,0.1778393352,2008-10
2008,10,Dióxido de Azufre,9.322580645,0.4139742161,2008-10
2008,10,Dióxido de Nitrógeno,50.51075269,0.9350119427,2008-10
2008,10,Etilbenceno,1.1,0.3210922787,2008-10
2008,10,Hidrocarburos no metánicos (hexano),0.218172043,1.537121212,2008-10
2008,10,Hidrocarburos totales (hexano),1.371182796,0.9552059925,2008-10
2008,10,Metano,1.155913978,0.8920421542,2008-10
2008,10,Monóxido de Carbono,0.3754032258,0.3399050748,2008-10
2008,10,Monóxido de Nitrógeno,30.44892473,0.3868378812,2008-10
2008,10,Óxidos de Nitrógeno,97.2016129,0.556480655,2008-10
2008,10,Ozono,31.42473118,1.602247807,2008-10
2008,10,Partículas < 10 µm,32.27419355,1.113522538,2008-10
2008,10,Partículas < 2.5 µm,16.03225806,#N/A,2008-10
2008,10,Tolueno,5.398387097,0.5317762949,2008-10
2008,11,Benceno,0.6596774194,0.2265927978,2008-11
2008,11,Dióxido de Azufre,14.90322581,0.6617857711,2008-11
2008,11,Dióxido de Nitrógeno,49.50537634,0.9164012739,2008-11
2008,11,Etilbenceno,0.9596774194,0.2801318267,2008-11
2008,11,Hidrocarburos no metánicos (hexano),0.2125806452,1.497727273,2008-11
2008,11,Hidrocarburos totales (hexano),1.420860215,0.9898127341,2008-11
2008,11,Metano,1.210967742,0.9345282549,2008-11
2008,11,Monóxido de Carbono,0.4580645161,0.4147499087,2008-11
2008,11,Monóxido de Nitrógeno,44.48924731,0.5652129367,2008-11
2008,11,Óxidos de Nitrógeno,117.7311828,0.6740127428,2008-11
2008,11,Ozono,24.95698925,1.27247807,2008-11
2008,11,Partículas < 10 µm,19.4516129,0.6711185309,2008-11
2008,11,Partículas < 2.5 µm,11.27419355,#N/A,2008-11
2008,11,Tolueno,4.140322581,0.4078487448,2008-11
2008,12,Benceno,0.9580645161,0.3290858726,2008-12
2008,12,Dióxido de Azufre,20.12903226,0.893840522,2008-12
2008,12,Dióxido de Nitrógeno,60.21505376,1.114649682,2008-12
2008,12,Etilbenceno,1.033870968,0.3017890772,2008-12
2008,12,Hidrocarburos no metánicos (hexano),0.1821505376,1.283333333,2008-12
2008,12,Hidrocarburos totales (hexano),1.484731183,1.034307116,2008-12
2008,12,Metano,1.305913978,1.007800183,2008-12
2008,12,Monóxido de Carbono,0.5665322581,0.5129609346,2008-12
2008,12,Monóxido de Nitrógeno,68.63172043,0.8719306035,2008-12
2008,12,Óxidos de Nitrógeno,165.438172,0.9471359537,2008-12
2008,12,Ozono,21.20967742,1.081414474,2008-12
2008,12,Partículas < 10 µm,21.80645161,0.7523650529,2008-12
2008,12,Partículas < 2.5 µm,13.43548387,#N/A,2008-12
2008,12,Tolueno,4.369354839,0.4304099142,2008-12
2009,1,Benceno,0.7096774194,0.243767313,2009-1
2009,1,Dióxido de Azufre,17.86290323,0.7932118415,2009-1
2009,1,Dióxido de Nitrógeno,50.60215054,0.9367038217,2009-1
2009,1,Etilbenceno,1.061290323,0.3097928437,2009-1
2009,1,Hidrocarburos no metánicos (hexano),0.1438709677,1.013636364,2009-1
2009,1,Hidrocarburos totales (hexano),1.48172043,1.032209738,2009-1
2009,1,Metano,1.342150538,1.035764667,2009-1
2009,1,Monóxido de Carbono,0.447983871,0.40562249,2009-1
2009,1,Monóxido de Nitrógeno,43.85483871,0.5571531027,2009-1
2009,1,Óxidos de Nitrógeno,117.827957,0.6745667764,2009-1
2009,1,Ozono,26.29032258,1.340460526,2009-1
2009,1,Partículas < 10 µm,17.61290323,0.6076794658,2009-1
2009,1,Partículas < 2.5 µm,8.053763441,#N/A,2009-1
2009,1,Tolueno,3.462903226,0.3411185256,2009-1
2009,2,Benceno,0.6322580645,0.2171745152,2009-2
2009,2,Dióxido de Azufre,16.26209677,0.7221271686,2009-2
2009,2,Dióxido de Nitrógeno,51.11021505,0.9461086783,2009-2
2009,2,Etilbenceno,0.714516129,0.2085687382,2009-2
2009,2,Hidrocarburos no metánicos (hexano),0.155483871,1.095454545,2009-2
2009,2,Hidrocarburos totales (hexano),1.254086022,0.8736329588,2009-2
2009,2,Metano,1.100752688,0.8494730728,2009-2
2009,2,Monóxido de Carbono,0.4318548387,0.3910186199,2009-2
2009,2,Monóxido de Nitrógeno,41.12903226,0.5225231379,2009-2
2009,2,Óxidos de Nitrógeno,114.188172,0.6537289544,2009-2
2009,2,Ozono,26.03763441,1.327576754,2009-2
2009,2,Partículas < 10 µm,21.03225806,0.7256538676,2009-2
2009,2,Partículas < 2.5 µm,11.80645161,#N/A,2009-2
2009,2,Tolueno,3.606451613,0.3552589768,2009-2
2009,3,Benceno,0.6306451613,0.2166204986,2009-3
2009,3,Dióxido de Azufre,13.87096774,0.6159477956,2009-3
2009,3,Dióxido de Nitrógeno,48.59408602,0.8995322452,2009-3
2009,3,Etilbenceno,0.7112903226,0.2076271186,2009-3
2009,3,Hidrocarburos no metánicos (hexano),0.1837634409,1.29469697,2009-3
2009,3,Hidrocarburos totales (hexano),1.414193548,0.9851685393,2009-3
2009,3,Metano,1.232795699,0.95137333,2009-3
2009,3,Monóxido de Carbono,0.4209677419,0.3811610077,2009-3
2009,3,Monóxido de Nitrógeno,24.66935484,0.3134114272,2009-3
2009,3,Óxidos de Nitrógeno,86.43817204,0.4948597987,2009-3
2009,3,Ozono,47.69354839,2.431743421,2009-3
2009,3,Partículas < 10 µm,24.43225806,0.8429604897,2009-3
2009,3,Partículas < 2.5 µm,14.05376344,#N/A,2009-3
2009,3,Tolueno,3.508064516,0.3455672069,2009-3
2009,4,Benceno,0.3709677419,0.1274238227,2009-4
2009,4,Dióxido de Azufre,9.778225806,0.434207385,2009-4
2009,4,Dióxido de Nitrógeno,39.48924731,0.730991242,2009-4
2009,4,Etilbenceno,0.65,0.1897363465,2009-4
2009,4,Hidrocarburos no metánicos (hexano),0.1586021505,1.117424242,2009-4
2009,4,Hidrocarburos totales (hexano),1.318817204,0.9187265918,2009-4
2009,4,Metano,1.16344086,0.8978508008,2009-4
2009,4,Monóxido de Carbono,0.3391129032,0.3070463673,2009-4
2009,4,Monóxido de Nitrógeno,16.0672043,0.2041255422,2009-4
2009,4,Óxidos de Nitrógeno,64.14516129,0.3672319862,2009-4
2009,4,Ozono,59.61290323,3.039473684,2009-4
2009,4,Partículas < 10 µm,15.19892473,0.524392506,2009-4
2009,4,Partículas < 2.5 µm,9.516129032,#N/A,2009-4
2009,4,Tolueno,2.359677419,0.2324435971,2009-4
2009,5,Benceno,0.4258064516,0.1462603878,2009-5
2009,5,Dióxido de Azufre,8.423387097,0.3740450422,2009-5
2009,5,Dióxido de Nitrógeno,38.14784946,0.7061604299,2009-5
2009,5,Etilbenceno,0.6580645161,0.1920903955,2009-5
2009,5,Hidrocarburos no metánicos (hexano),0.1558064516,1.097727273,2009-5
2009,5,Hidrocarburos totales (hexano),1.372473118,0.9561048689,2009-5
2009,5,Metano,1.218817204,0.9405858435,2009-5
2009,5,Monóxido de Carbono,0.302016129,0.2734574662,2009-5
2009,5,Monóxido de Nitrógeno,14.12365591,0.1794337625,2009-5
2009,5,Óxidos de Nitrógeno,59.76075269,0.3421311829,2009-5
2009,5,Ozono,62.01612903,3.162006579,2009-5
2009,5,Partículas < 10 µm,24.18817204,0.8345390466,2009-5
2009,5,Partículas < 2.5 µm,11.11290323,#N/A,2009-5
2009,5,Tolueno,2.7,0.2659675882,2009-5
2009,6,Benceno,0.4193548387,0.1440443213,2009-6
2009,6,Dióxido de Azufre,6.903225806,0.3065414611,2009-6
2009,6,Dióxido de Nitrógeno,35.01488834,0.6481657276,2009-6
2009,6,Etilbenceno,0.664516129,0.1939736347,2009-6
2009,6,Hidrocarburos no metánicos (hexano),0.1441935484,1.015909091,2009-6
2009,6,Hidrocarburos totales (hexano),1.266666667,0.8823970037,2009-6
